State,District,Name,TRU,Level,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
09,132,Saharanpur,Total,DISTRICT,597656,3466382,1834106,1632276,519591,275377,244214,764450,407029,357421,980,517,463,2077108,1220114,856994,1037344,911136,126208,882701,801589,81112,154643,109547,45096,2429038,922970,1506068
09,133,Muzaffarnagar,Total,DISTRICT,676642,4143512,2193434,1950078,646062,346805,299257,561250,298587,262663,317,176,141,2417339,1448528,968811,1291644,1081569,210075,1085491,962213,123278,206153,119356,86797,2851868,1111865,1740003
09,134,Bijnor,Total,DISTRICT,633197,3682713,1921215,1761498,564230,299659,264571,787444,413872,373572,3058,1588,1470,2135393,1241471,893922,1088036,921497,166539,839778,749729,90049,248258,171768,76490,2594677,999718,1594959
09,135,Moradabad,Total,DISTRICT,796170,4772006,2503186,2268820,784219,409325,374894,731406,385244,346162,685,377,308,2263848,1357435,906413,1417811,1193439,224372,1104968,988949,116019,312843,204490,108353,3354195,1309747,2044448
09,136,Rampur,Total,DISTRICT,393736,2335819,1223889,1111930,379227,197151,182076,307936,162844,145092,358,207,151,1043666,630408,413258,737261,609693,127568,564266,502124,62142,172995,107569,65426,1598558,614196,984362
09,137,Jyotiba Phule Nagar,Total,DISTRICT,314401,1840221,963449,876772,300231,157737,142494,318001,166662,151339,164,89,75,983110,600541,382569,599089,459037,140052,453567,386571,66996,145522,72466,73056,1241132,504412,736720
09,138,Meerut,Total,DISTRICT,579110,3443689,1825743,1617946,503719,272034,231685,624149,334198,289951,3390,1828,1562,2141488,1254520,886968,1090539,898810,191729,890810,775053,115757,199729,123757,75972,2353150,926933,1426217
09,139,Baghpat,Total,DISTRICT,209916,1303048,700070,602978,194979,105924,89055,149060,79920,69140,14,10,4,797970,489858,308112,416695,342604,74091,334519,292657,41862,82176,49947,32229,886353,357466,528887
09,140,Ghaziabad,Total,DISTRICT,850676,4681645,2488834,2192811,681231,368162,313069,773463,412750,360713,3968,2104,1864,3123264,1811397,1311867,1520538,1231615,288923,1252911,1071029,181882,267627,160586,107041,3161107,1257219,1903888
09,141,Gautam Buddha Nagar,Total,DISTRICT,327090,1648115,890214,757901,246598,133835,112763,216105,115438,100667,2215,1189,1026,1122947,666065,456882,569109,443384,125725,458492,377875,80617,110617,65509,45108,1079006,446830,632176
09,142,Bulandshahr ,Total,DISTRICT,587529,3499171,1845260,1653911,549796,296558,253238,725600,384743,340857,198,118,80,2031656,1253314,778342,1173260,897815,275445,885216,748292,136924,288044,149523,138521,2325911,947445,1378466
09,143,Aligarh,Total,DISTRICT,611371,3673889,1951996,1721893,574509,306019,268490,755254,402483,352771,629,340,289,2092567,1283380,809187,1174361,929337,245024,865799,747491,118308,308562,181846,126716,2499528,1022659,1476869
09,144,Mahamaya Nagar,Total,DISTRICT,260860,1564708,836127,728581,248106,133057,115049,387554,207170,180384,268,137,131,942572,579157,363415,484115,398126,85989,337295,299433,37862,146820,98693,48127,1080593,438001,642592
09,145,Mathura,Total,DISTRICT,423125,2547184,1367125,1180059,404276,216224,188052,506580,271295,235285,1520,826,694,1507746,943346,564400,840939,635142,205797,594799,506317,88482,246140,128825,117315,1706245,731983,974262
09,146,Agra,Total,DISTRICT,710566,4418797,2364953,2053844,673955,362234,311721,991325,531641,459684,7255,3827,3428,2680510,1614594,1065916,1389844,1119701,270143,1050562,912621,137941,339282,207080,132202,3028953,1245252,1783701
09,147,Firozabad,Total,DISTRICT,414266,2498156,1332046,1166110,382319,203259,179060,473890,253288,220602,2565,1346,1219,1521806,912314,609492,761521,621840,139681,573649,497247,76402,187872,124593,63279,1736635,710206,1026429
09,148,Mainpuri,Total,DISTRICT,313690,1868529,993377,875152,284349,150943,133406,368206,196507,171699,478,258,220,1203885,712110,491775,560840,466067,94773,424782,383292,41490,136058,82775,53283,1307689,527310,780379
09,149,Budaun,Total,DISTRICT,615776,3681896,1967759,1714137,664909,350112,314797,622526,332920,289606,58,30,28,1547477,986501,560976,1107343,939616,167727,875763,795070,80693,231580,144546,87034,2574553,1028143,1546410
09,150,Bareilly,Total,DISTRICT,756784,4448359,2357665,2090694,701416,368591,332825,557150,295964,261186,3227,1664,1563,2191759,1342697,849062,1401971,1153006,248965,1043912,910612,133300,358059,242394,115665,3046388,1204659,1841729
09,151,Pilibhit,Total,DISTRICT,362573,2031007,1072002,959005,304920,159509,145411,333558,176436,157122,1714,892,822,1061095,654290,406805,618605,534939,83666,463415,422120,41295,155190,112819,42371,1412402,537063,875339
09,152,Shahjahanpur,Total,DISTRICT,527501,3006538,1606403,1400135,502625,264106,238519,532673,285280,247393,508,259,249,1490930,915142,575788,892214,783313,108901,699503,640720,58783,192711,142593,50118,2114324,823090,1291234
09,153,Kheri,Total,DISTRICT,745077,4021243,2123187,1898056,662296,344806,317490,1061782,559240,502542,53375,26984,26391,2034044,1237157,796887,1264718,1058483,206235,958249,855497,102752,306469,202986,103483,2756525,1064704,1691821
09,154,Sitapur,Total,DISTRICT,801764,4483992,2375264,2108728,747558,387417,360141,1446427,767033,679394,1602,833,769,2283733,1397702,886031,1422602,1171252,251350,1023642,900129,123513,398960,271123,127837,3061390,1204012,1857378
09,155,Hardoi,Total,DISTRICT,730442,4092845,2191442,1901403,652496,343617,308879,1274505,685223,589282,349,186,163,2221601,1374587,847014,1318946,1091952,226994,969871,866141,103730,349075,225811,123264,2773899,1099490,1674409
09,156,Unnao,Total,DISTRICT,588533,3108367,1630087,1478280,435915,227015,208900,948588,494487,454101,2926,1558,1368,1773584,1053063,720521,1124744,851014,273730,761831,645197,116634,362913,205817,157096,1983623,779073,1204550
09,157,Lucknow,Total,DISTRICT,860703,4589838,2394476,2195362,543641,283952,259689,948294,498799,449495,7506,4036,3470,3127260,1742440,1384820,1542806,1226399,316407,1152285,969574,182711,390521,256825,133696,3047032,1168077,1878955
09,158,Rae Bareli,Total,DISTRICT,619707,3405559,1752542,1653017,482517,250501,232016,1030367,526735,503632,1756,876,880,1965843,1165965,799878,1204710,867393,337317,644869,520983,123886,559841,346410,213431,2200849,885149,1315700
09,159,Farrukhabad,Total,DISTRICT,314144,1885204,1006240,878964,302612,160230,142382,312712,168009,144703,230,124,106,1092677,654827,437850,592267,494545,97722,474686,424227,50459,117581,70318,47263,1292937,511695,781242
09,160,Kannauj,Total,DISTRICT,280928,1656616,881776,774840,257682,135758,121924,309980,166454,143526,15,9,6,1017087,603596,413491,524676,430934,93742,419027,366081,52946,105649,64853,40796,1131940,450842,681098
09,161,Etawah,Total,DISTRICT,277527,1581810,845856,735954,227470,121295,106175,388283,208731,179552,169,89,80,1062003,623583,438420,506072,413713,92359,361588,321871,39717,144484,91842,52642,1075738,432143,643595
09,162,Auraiya,Total,DISTRICT,248197,1379545,740040,639505,200517,105739,94778,391622,211413,180209,150,91,59,930836,546198,384638,442023,364543,77480,325721,291727,33994,116302,72816,43486,937522,375497,562025
09,163,Kanpur Dehat,Total,DISTRICT,329817,1796184,963255,832929,251965,132839,119126,460544,248195,212349,801,398,403,1170243,692964,477279,628864,493991,134873,448651,385967,62684,180213,108024,72189,1167320,469264,698056
09,164,Kanpur Nagar,Total,DISTRICT,863338,4581268,2459806,2121462,509924,272268,237656,816754,439603,377151,3753,2108,1645,3243022,1829179,1413843,1572232,1299871,272361,1229166,1067154,162012,343066,232717,110349,3009036,1159935,1849101
09,165,Jalaun ,Total,DISTRICT,288338,1689974,906092,783882,231997,123342,108655,468178,252588,215590,832,428,404,1075196,653430,421766,620764,470969,149795,420266,360043,60223,200498,110926,89572,1069210,435123,634087
09,166,Jhansi,Total,DISTRICT,367779,1998603,1057436,941167,260373,139559,120814,562505,297386,265119,3873,2074,1799,1304513,783705,520808,814914,565357,249557,560041,443645,116396,254873,121712,133161,1183689,492079,691610
09,167,Lalitpur,Total,DISTRICT,222094,1221592,641011,580581,212205,110745,101460,240519,126325,114194,71610,36834,34776,641191,397586,243605,503351,326783,176568,357033,278499,78534,146318,48284,98034,718241,314228,404013
09,168,Hamirpur,Total,DISTRICT,204863,1104285,593537,510748,154355,81834,72521,241198,130269,110929,474,259,215,653299,408125,245174,443655,308527,135128,290375,233058,57317,153280,75469,77811,660630,285010,375620
09,169,Mahoba,Total,DISTRICT,158435,875958,466358,409600,128129,67720,60409,220898,117389,103509,647,355,292,488106,302283,185823,349676,237153,112523,238712,184837,53875,110964,52316,58648,526282,229205,297077
09,170,Banda,Total,DISTRICT,319963,1799410,965876,833534,294972,155080,139892,387855,208184,179671,163,82,81,1002937,630626,372311,701689,485314,216375,483232,384396,98836,218457,100918,117539,1097721,480562,617159
09,171,Chitrakoot,Total,DISTRICT,168232,991730,527721,464009,175311,91919,83392,266655,141379,125276,366,196,170,531072,330339,200733,394197,254977,139220,282614,208896,73718,111583,46081,65502,597533,272744,324789
09,172,Fatehpur,Total,DISTRICT,472238,2632733,1384722,1248011,390089,204562,185527,651480,342892,308588,340,189,151,1512166,911003,601163,1063929,713736,350193,670156,521433,148723,393773,192303,201470,1568804,670986,897818
09,173,Pratapgarh,Total,DISTRICT,533546,3209141,1606085,1603056,453347,236478,216869,709252,351054,358198,723,380,343,1931559,1121381,810178,1066601,704569,362032,553013,419908,133105,513588,284661,228927,2142540,901516,1241024
09,174,Kaushambi,Total,DISTRICT,277851,1599596,838485,761111,272172,141512,130660,555397,291303,264094,193,102,91,813424,507279,306145,639086,402644,236442,415312,292462,122850,223774,110182,113592,960510,435841,524669
09,175,Allahabad ,Total,DISTRICT,976733,5954391,3131807,2822584,885355,467694,417661,1309851,687076,622775,7955,4270,3685,3665727,2199340,1466387,2111907,1426110,685797,1286732,981133,305599,825175,444977,380198,3842484,1705697,2136787
09,176,Bara Banki,Total,DISTRICT,579058,3260699,1707073,1553626,519867,269084,250783,864559,453168,411391,610,333,277,1692458,1010518,681940,1192850,871241,321609,834294,677923,156371,358556,193318,165238,2067849,835832,1232017
09,177,Faizabad,Total,DISTRICT,423375,2470996,1259628,1211368,360082,186440,173642,555047,281284,273763,931,469,462,1450901,838339,612562,831209,597888,233321,496579,404279,92300,334630,193609,141021,1639787,661740,978047
09,178,Ambedkar Nagar,Total,DISTRICT,368728,2397888,1212410,1185478,339229,175552,163677,591125,298240,292885,746,406,340,1486939,846676,640263,787398,547406,239992,440998,349437,91561,346400,197969,148431,1610490,665004,945486
09,179,Sultanpur,Total,DISTRICT,623523,3797117,1914586,1882531,563373,293043,270330,851587,431438,420149,696,358,338,2239902,1300248,939654,1242632,869838,372794,690967,548315,142652,551665,321523,230142,2554485,1044748,1509737
09,180,Bahraich,Total,DISTRICT,603754,3487731,1843884,1643847,654794,338419,316375,509307,270226,239081,11159,5606,5553,1398368,878285,520083,1152160,895576,256584,743452,640148,103304,408708,255428,153280,2335571,948308,1387263
09,181,Shrawasti,Total,DISTRICT,188289,1117361,593897,523464,211706,109818,101888,189334,101785,87549,5534,2889,2645,423313,276700,146613,403755,293981,109774,232762,192781,39981,170993,101200,69793,713606,299916,413690
09,182,Balrampur,Total,DISTRICT,323881,2148665,1114721,1033944,394710,202424,192286,277212,145928,131284,24887,12657,12230,868357,544943,323414,760253,534332,225921,458727,367929,90798,301526,166403,135123,1388412,580389,808023
09,183,Gonda,Total,DISTRICT,541247,3433919,1787146,1646773,572386,297178,275208,531973,276656,255317,870,476,394,1679994,1034181,645813,1170552,855848,314704,739663,604204,135459,430889,251644,179245,2263367,931298,1332069
09,184,Siddharthnagar,Total,DISTRICT,379351,2559297,1295095,1264202,485138,250683,234455,408763,208990,199773,12021,6087,5934,1228926,740718,488208,878898,583633,295265,447943,347611,100332,430955,236022,194933,1680399,711462,968937
09,185,Basti,Total,DISTRICT,382212,2464464,1255272,1209192,390969,202683,188286,513959,262534,251425,3620,1876,1744,1393783,819719,574064,783688,558642,225046,443724,360797,82927,339964,197845,142119,1680776,696630,984146
09,186,Sant Kabir Nagar,Total,DISTRICT,256645,1715183,869656,845527,283912,146188,137724,369039,187413,181626,1593,823,770,954949,567098,387851,539469,383482,155987,265453,218934,46519,274016,164548,109468,1175714,486174,689540
09,187,Mahrajganj,Total,DISTRICT,426565,2684703,1381754,1302949,423537,219357,204180,492976,254426,238550,16435,8361,8074,1419144,881674,537470,994253,659465,334788,439293,343119,96174,554960,316346,238614,1690450,722289,968161
09,188,Gorakhpur,Total,DISTRICT,692960,4440895,2277777,2163118,628442,329252,299190,936061,481123,454938,18172,9261,8911,2700328,1593890,1106438,1351629,1016876,334753,746381,616241,130140,605248,400635,204613,3089266,1260901,1828365
09,189,Kushinagar,Total,DISTRICT,561062,3564544,1818055,1746489,568581,294828,273753,544231,278947,265284,80269,41003,39266,1954820,1183722,771098,1116973,804857,312116,523258,422820,100438,593715,382037,211678,2447571,1013198,1434373
09,190,Deoria,Total,DISTRICT,468346,3100946,1537436,1563510,464516,241353,223163,468663,235694,232969,109894,54216,55678,1875239,1079288,795951,876246,639073,237173,455382,375569,79813,420864,263504,157360,2224700,898363,1326337
09,191,Azamgarh,Total,DISTRICT,665232,4613913,2285004,2328909,706085,367885,338200,1171378,579586,591792,9327,4690,4637,2771917,1559414,1212503,1372032,941890,430142,784272,611015,173257,587760,330875,256885,3241881,1343114,1898767
09,192,Mau,Total,DISTRICT,324424,2205968,1114709,1091259,341182,177105,164077,474537,241498,233039,22915,11464,11451,1363044,773082,589962,696747,475413,221334,396438,301006,95432,300309,174407,125902,1509221,639296,869925
09,193,Ballia,Total,DISTRICT,480268,3239774,1672902,1566872,471852,248293,223559,494698,257624,237074,110114,56817,53297,1963590,1160960,802630,1019483,723060,296423,569522,445393,124129,449961,277667,172294,2220291,949842,1270449
09,194,Jaunpur,Total,DISTRICT,663513,4494204,2220465,2273739,676216,352561,323655,990345,494226,496119,4736,2363,2373,2731677,1565394,1166283,1437375,934157,503218,896547,664609,231938,540828,269548,271280,3056829,1286308,1770521
09,195,Ghazipur,Total,DISTRICT,546664,3620268,1855075,1765193,558559,292774,265785,726641,375015,351626,28712,14664,14048,2197549,1293553,903996,1204602,808700,395902,766881,581125,185756,437721,227575,210146,2415666,1046375,1369291
09,196,Chandauli,Total,DISTRICT,296804,1952756,1017905,934851,309597,162019,147578,446786,235161,211625,41725,21571,20154,1174606,699454,475152,652543,462971,189572,341927,273276,68651,310616,189695,120921,1300213,554934,745279
09,197,Varanasi,Total,DISTRICT,560162,3676841,1921857,1754984,497151,263762,233389,486958,256483,230475,28617,14992,13625,2403903,1389116,1014787,1220708,921234,299474,920761,750828,169933,299947,170406,129541,2456133,1000623,1455510
09,198,Sant Ravidas Nagar (Bhadohi),Total,DISTRICT,222403,1578213,807099,771114,258583,135979,122604,353103,182617,170486,1873,986,887,910146,546782,363364,470608,343155,127453,286978,237468,49510,183630,105687,77943,1107605,463944,643661
09,199,Mirzapur,Total,DISTRICT,394925,2496970,1312302,1184668,410621,215841,194780,661129,347436,313693,20132,10480,9652,1428683,865837,562846,881996,613061,268935,537091,420679,116412,344905,192382,152523,1614974,699241,915733
09,200,Sonbhadra,Total,DISTRICT,333174,1862559,971344,891215,323092,167870,155222,421661,218996,202665,385018,197825,187193,985708,601988,383720,730399,463611,266788,397196,293517,103679,333203,170094,163109,1132160,507733,624427
09,201,Etah,Total,DISTRICT,290683,1774480,947339,827141,284227,151291,132936,281011,150631,130380,140,87,53,1055202,647042,408160,545984,440244,105740,415476,362371,53105,130508,77873,52635,1228496,507095,721401
09,202,Kanshiram Nagar,Total,DISTRICT,237903,1436719,764165,672554,248759,131396,117363,254299,135812,118487,150,80,70,724850,452803,272047,472765,375213,97552,354257,315043,39214,118508,60170,58338,963954,388952,575002
10,203,Pashchim Champaran,Total,DISTRICT,710461,3935042,2061110,1873932,776031,397418,378613,553944,289191,264753,250046,127680,122366,1759481,1091226,668255,1478947,999282,479665,797544,627289,170255,681403,371993,309410,2456095,1061828,1394267
10,204,Purba Champaran,Total,DISTRICT,981516,5099371,2681209,2418162,1018297,526835,491462,649726,340363,309363,12461,6454,6007,2276957,1407603,869354,1737539,1260774,476765,1132789,923468,209321,604750,337306,267444,3361832,1420435,1941397
10,205,Sheohar,Total,DISTRICT,150144,656246,346673,309573,128698,66728,61970,96655,51089,45566,318,177,141,283698,171645,112053,216372,166693,49679,137804,116164,21640,78568,50529,28039,439874,179980,259894
10,206,Sitamarhi,Total,DISTRICT,736322,3423574,1803252,1620322,663227,343555,319672,405714,213624,192090,2989,1585,1404,1436794,885188,551606,1114583,865929,248654,753645,645469,108176,360938,220460,140478,2308991,937323,1371668
10,207,Madhubani,Total,DISTRICT,898515,4487379,2329313,2158066,810479,418616,391863,587158,303389,283769,3990,2056,1934,2155338,1340085,815253,1636938,1105947,530991,1074091,819625,254466,562847,286322,276525,2850441,1223366,1627075
10,208,Supaul,Total,DISTRICT,443073,2229076,1155283,1073793,437357,224953,212404,354249,182545,171704,10168,5242,4926,1033283,647672,385611,877682,551718,325964,472649,356247,116402,405033,195471,209562,1351394,603565,747829
10,209,Araria,Total,DISTRICT,568142,2811569,1463333,1348236,577886,295315,282571,382654,198247,184407,38848,19887,18961,1195768,727643,468125,1069893,708391,361502,696410,537151,159259,373483,171240,202243,1741676,754942,986734
10,210,Kishanganj,Total,DISTRICT,338445,1690400,866970,823430,346904,175962,170942,113118,57964,55154,64224,32506,31718,745056,439921,305135,529064,421192,107872,384416,334500,49916,144648,86692,57956,1161336,445778,715558
10,211,Purnia,Total,DISTRICT,647777,3264619,1699370,1565249,656510,335955,320555,390991,203201,187790,139490,71391,68099,1332326,805261,527065,1143318,803275,340043,776385,600719,175666,366933,202556,164377,2121301,896095,1225206
10,212,Katihar,Total,DISTRICT,619076,3071029,1600430,1470599,620332,316391,303941,263100,136429,126671,179971,92190,87781,1280190,762256,517934,1013566,760522,253044,667602,555631,111971,345964,204891,141073,2057463,839908,1217555
10,213,Madhepura,Total,DISTRICT,401289,2001762,1047559,954203,404576,209571,195005,346275,179337,166938,12532,6442,6090,834577,517666,316911,777546,496046,281500,443507,335057,108450,334039,160989,173050,1224216,551513,672703
10,214,Saharsa,Total,DISTRICT,368979,1900661,997174,903487,387479,200497,186982,317249,164518,152731,6009,3101,2908,804996,506374,298622,649898,456724,193174,363326,296934,66392,286572,159790,126782,1250763,540450,710313
10,215,Darbhanga,Total,DISTRICT,803012,3937385,2059949,1877436,725482,375682,349800,615688,322327,293361,2772,1361,1411,1816634,1125566,691068,1223640,947927,275713,731347,619269,112078,492293,328658,163635,2713745,1112022,1601723
10,216,Muzaffarpur,Total,DISTRICT,945703,4801062,2527497,2273565,845335,441339,403996,751975,393135,358840,5979,3124,2855,2509232,1487117,1022115,1547586,1195308,352278,910304,758127,152177,637282,437181,200101,3253476,1332189,1921287
10,217,Gopalganj,Total,DISTRICT,413044,2562012,1267666,1294346,449530,230014,219516,320064,159265,160799,60807,29833,30974,1382998,793905,589093,728201,539586,188615,363111,300336,62775,365090,239250,125840,1833811,728080,1105731
10,218,Siwan,Total,DISTRICT,535661,3330464,1675090,1655374,551418,284188,267230,386685,195965,190720,87000,43472,43528,1930175,1115906,814269,932416,730396,202020,462104,401635,60469,470312,328761,141551,2398048,944694,1453354
10,219,Saran,Total,DISTRICT,631097,3951862,2022821,1929041,681142,353738,327404,474066,242976,231090,36786,18322,18464,2157454,1285767,871687,1040231,857660,182571,545520,476379,69141,494711,381281,113430,2911631,1165161,1746470
10,220,Vaishali,Total,DISTRICT,626087,3495021,1844535,1650486,601893,316129,285764,738031,387827,350204,2274,1232,1042,1926740,1152576,774164,1060344,858648,201696,716006,622933,93073,344338,235715,108623,2434677,985887,1448790
10,221,Samastipur,Total,DISTRICT,835493,4261566,2230003,2031563,797381,414586,382795,803128,417944,385184,1884,975,909,2142880,1293575,849305,1343400,1037576,305824,907433,771593,135840,435967,265983,169984,2918166,1192427,1725739
10,222,Begusarai,Total,DISTRICT,589667,2970541,1567660,1402881,545965,284517,261448,432270,227481,204789,1597,848,749,1548673,918507,630166,938182,715345,222837,591811,491066,100745,346371,224279,122092,2032359,852315,1180044
10,223,Khagaria,Total,DISTRICT,328823,1666886,883786,783100,340880,177007,163873,247161,130191,116970,675,352,323,768028,461153,306875,560805,398216,162589,306283,252177,54106,254522,146039,108483,1106081,485570,620511
10,224,Bhagalpur,Total,DISTRICT,564711,3037766,1615663,1422103,546382,281937,264445,318569,169667,148902,67180,35545,31635,1573066,937669,635397,983528,740056,243472,534129,451588,82541,449399,288468,160931,2054238,875607,1178631
10,225,Banka,Total,DISTRICT,381601,2034763,1067140,967623,375282,193179,182103,247858,129663,118195,90432,45901,44531,965321,590961,374360,771080,517817,253263,374097,295336,78761,396983,222481,174502,1263683,549323,714360
10,226,Munger,Total,DISTRICT,263171,1367765,729041,638724,229860,119611,110249,183846,97195,86651,21404,10995,10409,801817,473741,328076,426658,327453,99205,233402,198949,34453,193256,128504,64752,941107,401588,539519
10,227,Lakhisarai,Total,DISTRICT,163355,1000912,526345,474567,188214,98050,90164,153209,80069,73140,8333,4247,4086,507270,305182,202088,326576,240494,86082,201866,163186,38680,124710,77308,47402,674336,285851,388485
10,228,Sheikhpura,Total,DISTRICT,100701,636342,329743,306599,121647,62710,58937,131115,67582,63533,617,305,312,328676,196431,132245,224655,151569,73086,148002,109905,38097,76653,41664,34989,411687,178174,233513
10,229,Nalanda,Total,DISTRICT,477529,2877653,1497060,1380593,518681,268660,250021,607672,315240,292432,1442,728,714,1519933,919558,600375,1045420,703405,342015,740949,545915,195034,304471,157490,146981,1832233,793655,1038578
10,230,Patna,Total,DISTRICT,975578,5838465,3078512,2759953,943552,494228,449324,920918,482088,438830,9069,4717,4352,3459679,2028047,1431632,1881886,1436411,445475,1371267,1121391,249876,510619,315020,195599,3956579,1642101,2314478
10,231,Bhojpur,Total,DISTRICT,416090,2728407,1430380,1298027,459187,239364,219823,425402,222716,202686,13977,7363,6614,1599151,973486,625665,822493,640283,182210,512009,434666,77343,310484,205617,104867,1905914,790097,1115817
10,232,Buxar,Total,DISTRICT,261660,1706352,887977,818375,295127,152626,142501,251737,131821,119916,26824,14102,12722,989807,593544,396263,538322,402180,136142,328547,278552,49995,209775,123628,86147,1168030,485797,682233
10,233,Kaimur (Bhabua),Total,DISTRICT,250884,1626384,847006,779378,299281,154105,145176,369088,192686,176402,57981,29717,28264,920276,549923,370353,511163,375959,135204,284646,235244,49402,226517,140715,85802,1115221,471047,644174
10,234,Rohtas,Total,DISTRICT,460345,2959918,1543546,1416372,506810,262474,244336,549546,286596,262950,31650,16399,15251,1799832,1061783,738049,924879,707939,216940,542439,465573,76866,382440,242366,140074,2035039,835607,1199432
10,235,Aurangabad,Total,DISTRICT,391898,2540073,1318684,1221389,455394,234256,221138,612064,316161,295903,1033,500,533,1466002,868733,597269,837770,599157,238613,480286,382278,98008,357484,216879,140605,1702303,719527,982776
10,236,Gaya,Total,DISTRICT,688425,4391418,2266566,2124852,783059,399426,383633,1334351,683943,650408,3098,1635,1463,2297613,1368803,928810,1664062,1076170,587892,1007057,734465,272592,657005,341705,315300,2727356,1190396,1536960
10,237,Nawada,Total,DISTRICT,338247,2219146,1144668,1074478,393547,202310,191237,565112,290050,275062,2045,997,1048,1091012,659474,431538,817041,539439,277602,508509,375966,132543,308532,163473,145059,1402105,605229,796876
10,238,Jamui,Total,DISTRICT,307082,1760405,916064,844341,324513,165945,158568,302649,155849,146800,78793,40185,38608,858588,534385,324203,727571,452288,275283,445352,308268,137084,282219,144020,138199,1032834,463776,569058
10,239,Jehanabad ,Total,DISTRICT,181740,1125313,585582,539731,198785,103452,95333,222974,115034,107940,1285,667,618,618881,374412,244469,365378,266423,98955,251690,200878,50812,113688,65545,48143,759935,319159,440776
10,240,Arwal,Total,DISTRICT,118222,700843,363497,337346,127841,65910,61931,141314,72885,68429,590,283,307,386351,235279,151072,236354,167991,68363,161277,126761,34516,75077,41230,33847,464489,195506,268983
11,241,North  District,Total,DISTRICT,8873,43709,24730,18979,4677,2425,2252,982,536,446,28715,14741,13974,30450,18579,11871,23359,15935,7424,17216,12677,4539,6143,3258,2885,20350,8795,11555
11,242,West District,Total,DISTRICT,28023,136435,70238,66197,15706,7996,7710,5935,3117,2818,57817,29485,28332,93432,51988,41444,70348,40772,29576,51225,33254,17971,19123,7518,11605,66087,29466,36621
11,243,South District,Total,DISTRICT,30543,146850,76670,70180,15744,8063,7681,6053,3058,2995,41392,21556,19836,106741,59357,47384,74753,45300,29453,50898,35271,15627,23855,10029,13826,72097,31370,40727
11,244,East District,Total,DISTRICT,61567,283583,151432,132151,27984,14277,13707,15305,7743,7562,78436,39479,38957,214329,121345,92984,139678,92351,47327,111058,79311,31747,28620,13040,15580,143905,59081,84824
12,245,Tawang,Total,DISTRICT,10062,49977,29151,20826,5788,2914,2874,0,0,0,34811,16770,18041,26073,17720,8353,28561,19554,9007,24430,17869,6561,4131,1685,2446,21416,9597,11819
12,246,West Kameng,Total,DISTRICT,18159,83947,46155,37792,11643,5900,5743,0,0,0,46380,22771,23609,48492,29566,18926,42493,28313,14180,34752,24640,10112,7741,3673,4068,41454,17842,23612
12,247,East Kameng,Total,DISTRICT,14508,78690,38775,39915,14626,7311,7315,0,0,0,72400,35266,37134,38449,21599,16850,31710,16424,15286,27123,14360,12763,4587,2064,2523,46980,22351,24629
12,248,Papum Pare,Total,DISTRICT,35730,176573,89182,87391,25170,12729,12441,0,0,0,117216,56469,60747,121048,65794,55254,65772,41263,24509,51157,34148,17009,14615,7115,7500,110801,47919,62882
12,249,Upper Subansiri,Total,DISTRICT,15869,83448,41758,41690,12475,6332,6143,0,0,0,78323,38570,39753,45278,24807,20471,33370,17898,15472,25717,14525,11192,7653,3373,4280,50078,23860,26218
12,250,West Siang,Total,DISTRICT,21231,112274,58168,54106,14855,7655,7200,0,0,0,92783,45746,47037,64746,36777,27969,49177,29156,20021,43000,26045,16955,6177,3111,3066,63097,29012,34085
12,251,East Siang,Total,DISTRICT,19107,99214,50116,49098,12955,6517,6438,0,0,0,69979,34533,35446,62576,34210,28366,40222,23591,16631,33578,20309,13269,6644,3282,3362,58992,26525,32467
12,252,Upper Siang,Total,DISTRICT,7324,35320,18699,16621,4988,2563,2425,0,0,0,28468,14413,14055,18195,10723,7472,17644,9968,7676,14524,8521,6003,3120,1447,1673,17676,8731,8945
12,253,Changlang,Total,DISTRICT,29521,148226,76948,71278,25869,13075,12794,0,0,0,53878,27061,26817,73174,44027,29147,62966,39329,23637,50765,34767,15998,12201,4562,7639,85260,37619,47641
12,254,Tirap,Total,DISTRICT,20611,111975,57604,54371,20045,10223,9822,0,0,0,98372,49365,49007,47974,29313,18661,50169,27545,22624,44262,24739,19523,5907,2806,3101,61806,30059,31747
12,255,Lower Subansiri,Total,DISTRICT,15249,83030,41843,41187,10320,5248,5072,0,0,0,72911,35803,37108,54057,29470,24587,30202,17339,12863,22669,13890,8779,7533,3449,4084,52828,24504,28324
12,256,Kurung Kumey,Total,DISTRICT,15037,92076,45318,46758,16988,8568,8420,0,0,0,90764,44459,46305,36606,20258,16348,38044,18429,19615,24372,12232,12140,13672,6197,7475,54032,26889,27143
12,257,Dibang Valley,Total,DISTRICT,1952,8004,4414,3590,1084,574,510,0,0,0,5701,2850,2851,4436,2614,1822,3555,2228,1327,2525,1642,883,1030,586,444,4449,2186,2263
12,258,Lower Dibang Valley,Total,DISTRICT,11600,54080,28053,26027,8009,4112,3897,0,0,0,25974,12649,13325,31849,18087,13762,22326,14102,8224,19829,13051,6778,2497,1051,1446,31754,13951,17803
