State,District,Name,TRU,Level,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
01,001,Kupwara,Total,DISTRICT,113929,870354,474190,396164,188798,100459,88339,1048,1046,2,70352,36913,33439,439654,282823,156831,229064,190899,38165,123837,111713,12124,105227,79186,26041,641290,283291,357999
01,002,Badgam,Total,DISTRICT,103363,753745,398041,355704,155202,84720,70482,368,343,25,23912,12383,11529,335649,207741,127908,214866,162578,52288,132003,116865,15138,82863,45713,37150,538879,235463,303416
01,003,Leh(Ladakh),Total,DISTRICT,21909,133487,78971,54516,12016,6174,5842,488,444,44,95857,47543,48314,93770,62834,30936,75079,53265,21814,57125,44742,12383,17954,8523,9431,58408,25706,32702
01,004,Kargil,Total,DISTRICT,18338,140802,77785,63017,19928,10078,9850,18,12,6,122336,62652,59684,86236,56301,29935,51873,39839,12034,28941,25174,3767,22932,14665,8267,88929,37946,50983
01,005,Punch,Total,DISTRICT,90261,476835,251899,224936,84674,44733,39941,556,406,150,176101,90274,85827,261724,163333,98391,161393,117677,43716,73247,63147,10100,88146,54530,33616,315442,134222,181220
01,006,Rajouri,Total,DISTRICT,130401,642415,345351,297064,108271,58051,50220,48157,25170,22987,232815,121374,111441,364109,224469,139640,290912,184752,106160,130377,110114,20263,160535,74638,85897,351503,160599,190904
01,007,Kathua,Total,DISTRICT,119583,616435,326109,290326,83936,45833,38103,141224,74644,66580,53307,27693,25614,389204,228499,160705,200431,161548,38883,142847,123404,19443,57584,38144,19440,416004,164561,251443
01,008,Baramula,Total,DISTRICT,152635,1008039,534733,473306,164581,88321,76260,1476,1451,25,37705,20237,17468,545149,337170,207979,304200,249581,54619,187959,169496,18463,116241,80085,36156,703839,285152,418687
01,009,Bandipore,Total,DISTRICT,58392,392232,207680,184552,61754,32641,29113,392,375,17,75374,39398,35976,185979,117058,68921,149317,101380,47937,75173,64904,10269,74144,36476,37668,242915,106300,136615
01,010,Srinagar,Total,DISTRICT,191678,1236829,651124,585705,158300,84897,73403,1068,995,73,8935,5021,3914,748584,431746,316838,407188,333151,74037,330547,289800,40747,76641,43351,33290,829641,317973,511668
01,011,Ganderbal,Total,DISTRICT,45361,297446,158720,138726,50594,27159,23435,117,105,12,61070,32554,28516,143276,90581,52695,100890,73305,27585,52949,46779,6170,47941,26526,21415,196556,85415,111141
01,012,Pulwama,Total,DISTRICT,86241,560440,293064,267376,97374,53234,44140,402,397,5,22607,11837,10770,293958,178326,115632,188420,138428,49992,98306,89170,9136,90114,49258,40856,372020,154636,217384
01,013,Shupiyan,Total,DISTRICT,44411,266215,136480,129735,41547,22121,19426,43,43,0,21820,11311,10509,136500,80355,56145,87721,63931,23790,54703,48945,5758,33018,14986,18032,178494,72549,105945
01,014,Anantnag,Total,DISTRICT,153640,1078692,559767,518925,208538,113278,95260,1826,1811,15,116006,60990,55016,545532,324417,221115,389684,244032,145652,176800,158226,18574,212884,85806,127078,689008,315735,373273
01,015,Kulgam,Total,DISTRICT,73728,424483,217620,206863,71501,37929,33572,21,11,10,26525,13888,12637,209085,125052,84033,159990,102317,57673,77812,70202,7610,82178,32115,50063,264493,115303,149190
01,016,Doda,Total,DISTRICT,79636,409936,213641,196295,71240,36862,34378,53408,27209,26199,39216,20377,18839,219083,138620,80463,151912,101144,50768,79377,68349,11028,72535,32795,39740,258024,112497,145527
01,017,Ramban,Total,DISTRICT,55490,283713,149132,134581,55092,28625,26467,13920,7168,6752,39772,20940,18832,124065,82938,41127,87212,68476,18736,52051,46507,5544,35161,21969,13192,196501,80656,115845
01,018,Kishtwar,Total,DISTRICT,45209,230696,120165,110531,39396,20479,18917,14307,7322,6985,38149,19889,18260,107506,68700,38806,82974,56779,26195,44718,36110,8608,38256,20669,17587,147722,63386,84336
01,019,Udhampur,Total,DISTRICT,99240,554985,296784,258201,84332,44703,39629,138569,72093,66476,56309,29142,27167,322354,197543,124811,243672,163845,79827,152442,127825,24617,91230,36020,55210,311313,132939,178374
01,020,Reasi,Total,DISTRICT,56689,314667,166461,148206,55799,29079,26720,37757,19657,18100,88365,46330,42035,150542,93937,56605,144767,88755,56012,88462,74819,13643,56305,13936,42369,169900,77706,92194
01,021,Jammu,Total,DISTRICT,314199,1529958,813821,716137,167363,93242,74121,377991,197610,180381,69193,36323,32870,1137135,641916,495219,508622,417456,91166,410344,351974,58370,98278,65482,32796,1021336,396365,624971
01,022,Samba,Total,DISTRICT,65385,318898,169124,149774,38669,21737,16932,91835,47920,43915,17573,9188,8385,228139,130312,97827,92526,81952,10574,74129,67523,6606,18397,14429,3968,226372,87172,139200
02,023,Chamba,Total,DISTRICT,102460,519080,261320,257760,70359,36024,34335,111690,56154,55536,135500,67900,67600,323842,186064,137778,294035,158791,135244,119632,87311,32321,174403,71480,102923,225045,102529,122516
02,024,Kangra,Total,DISTRICT,338887,1510075,750591,759484,164607,87741,76866,319385,159697,159688,84564,41745,42819,1152640,606443,546197,675170,403756,271414,313915,245711,68204,361255,158045,203210,834905,346835,488070
02,025,Lahul & Spiti,Total,DISTRICT,6674,31564,16588,14976,3125,1537,1588,2235,1154,1081,25707,12748,12959,21845,12897,8948,19295,10763,8532,15190,8732,6458,4105,2031,2074,12269,5825,6444
02,026,Kullu,Total,DISTRICT,94807,437903,225452,212451,50431,25707,24724,122659,62686,59973,16822,8493,8329,307672,174550,133122,269084,148829,120255,193876,119053,74823,75208,29776,45432,168819,76623,92196
02,027,Mandi,Total,DISTRICT,219145,999777,498065,501712,112074,58486,53588,293739,147250,146489,12787,6345,6442,723747,393669,330078,572671,297464,275207,284154,185609,98545,288517,111855,176662,427106,200601,226505
02,028,Hamirpur,Total,DISTRICT,105519,454768,217070,237698,48548,25722,22826,109256,53727,55529,3044,1531,1513,358091,180555,177536,241931,118724,123207,126153,75390,50763,115778,43334,72444,212837,98346,114491
02,029,Una,Total,DISTRICT,110332,521173,263692,257481,59231,31591,27640,115491,58601,56890,8601,4445,4156,399715,213281,186434,215346,141612,73734,134482,105932,28550,80864,35680,45184,305827,122080,183747
02,030,Bilaspur,Total,DISTRICT,80485,381956,192764,189192,41956,22084,19872,98989,50271,48718,10693,5485,5208,287620,155599,132021,205871,111543,94328,103406,73400,30006,102465,38143,64322,176085,81221,94864
02,031,Solan,Total,DISTRICT,122425,580320,308754,271566,68137,35884,32253,164536,85482,79054,25645,13351,12294,428578,244372,184206,298737,190001,108736,219235,158008,61227,79502,31993,47509,281583,118753,162830
02,032,Sirmaur,Total,DISTRICT,98208,529855,276289,253566,69620,36107,33513,160745,83017,77728,11262,5912,5350,362645,205617,157028,280083,169399,110684,193906,134952,58954,86177,34447,51730,249772,106890,142882
02,033,Shimla,Total,DISTRICT,184362,814010,425039,388971,81564,42376,39188,215777,110828,104949,8755,4554,4201,612642,342846,269796,430926,258628,172298,311770,214980,96790,119156,43648,75508,383084,166411,216673
02,034,Kinnaur,Total,DISTRICT,19976,84121,46249,37872,8246,4200,4046,14750,7433,7317,48746,23609,25137,60699,36697,24002,56273,33863,22410,46782,29911,16871,9491,3952,5539,27848,12386,15462
03,035,Gurdaspur,Total,DISTRICT,443666,2298323,1212617,1085706,253579,139261,114318,580576,304894,275682,0,0,0,1634719,907660,727059,757138,637652,119486,625778,548676,77102,131360,88976,42384,1541185,574965,966220
03,036,Kapurthala ,Total,DISTRICT,167989,815168,426311,388857,86025,45973,40052,276707,143901,132806,0,0,0,576567,316254,260313,284165,235562,48603,248208,213028,35180,35957,22534,13423,531003,190749,340254
03,037,Jalandhar,Total,DISTRICT,461635,2193590,1145211,1048379,226302,120740,105562,854444,442124,412320,0,0,0,1622537,882581,739956,774472,639484,134988,689592,586721,102871,84880,52763,32117,1419118,505727,913391
03,038,Hoshiarpur,Total,DISTRICT,336994,1586625,809057,777568,168331,90280,78051,557504,284322,273182,0,0,0,1199699,637927,561772,499822,412506,87316,411011,352281,58730,88811,60225,28586,1086803,396551,690252
03,039,Shahid Bhagat Singh Nagar ,Total,DISTRICT,129500,612310,313291,299019,62719,33278,29441,260284,133035,127249,0,0,0,438459,239155,199304,204329,170252,34077,173507,150279,23228,30822,19973,10849,407981,143039,264942
03,040,Fatehgarh Sahib,Total,DISTRICT,118100,600163,320795,279368,63271,34340,28931,192493,101882,90611,0,0,0,426033,238696,187337,214783,182777,32006,192845,168110,24735,21938,14667,7271,385380,138018,247362
03,041,Ludhiana,Total,DISTRICT,716826,3498739,1867816,1630923,384114,206502,177612,923358,487839,435519,0,0,0,2560225,1428348,1131877,1284822,1053600,231222,1138654,969954,168700,146168,83646,62522,2213917,814216,1399701
03,042,Moga,Total,DISTRICT,193256,995746,525920,469826,107336,57694,49642,363417,192418,170999,0,0,0,627889,348549,279340,359172,292379,66793,304880,259626,45254,54292,32753,21539,636574,233541,403033
03,043,Firozpur,Total,DISTRICT,385994,2029074,1071637,957437,248103,134319,113784,855726,445461,410265,0,0,0,1227511,707070,520441,756695,596406,160289,618362,541494,76868,138333,54912,83421,1272379,475231,797148
03,044,Muktsar,Total,DISTRICT,174360,901896,475622,426274,104419,57020,47399,381554,200473,181081,0,0,0,524848,300401,224447,335326,272699,62627,287205,253207,33998,48121,19492,28629,566570,202923,363647
03,045,Faridkot,Total,DISTRICT,120893,617508,326671,290837,69311,37454,31857,240328,126567,113761,0,0,0,381285,215767,165518,221555,185049,36506,190415,168224,22191,31140,16825,14315,395953,141622,254331
03,046,Bathinda,Total,DISTRICT,273902,1388525,743197,645328,151145,81533,69612,450473,236936,213537,0,0,0,844868,488261,356607,549986,432988,116998,452678,390057,62621,97308,42931,54377,838539,310209,528330
03,047,Mansa,Total,DISTRICT,149630,769751,408732,361019,84763,46177,38586,258878,136311,122567,0,0,0,423560,244037,179523,328512,230739,97773,247175,207008,40167,81337,23731,57606,441239,177993,263246
03,048,Patiala,Total,DISTRICT,372293,1895686,1002522,893164,212892,115917,96975,465359,244503,220856,0,0,0,1266791,711052,555739,660267,549661,110606,570391,492466,77925,89876,57195,32681,1235419,452861,782558
03,049,Amritsar ,Total,DISTRICT,488898,2490656,1318408,1172248,281795,154351,127444,770864,405977,364887,0,0,0,1684770,932981,751789,917856,735195,182661,787254,662368,124886,130602,72827,57775,1572800,583213,989587
03,050,Tarn Taran,Total,DISTRICT,203421,1119627,589369,530258,137223,75382,61841,377468,198715,178753,0,0,0,666162,376427,289735,380702,313639,67063,316310,272951,43359,64392,40688,23704,738925,275730,463195
03,051,Rupnagar,Total,DISTRICT,135635,684627,357485,327142,72926,39152,33774,180905,94334,86571,0,0,0,502731,278534,224197,233676,186910,46766,194209,161858,32351,39467,25052,14415,450951,170575,280376
03,052,Sahibzada Ajit Singh Nagar,Total,DISTRICT,205411,994628,529253,465375,115644,62808,52836,216231,114383,101848,0,0,0,736575,409944,326631,355995,283367,72628,316236,258369,57867,39759,24998,14761,638633,245886,392747
03,053,Sangrur,Total,DISTRICT,318870,1655169,878029,777140,181334,98547,82787,461609,244231,217378,0,0,0,1002077,570413,431664,568758,485129,83629,499792,443632,56160,68966,41497,27469,1086411,392900,693511
03,054,Barnala,Total,DISTRICT,115798,595527,317522,278005,64987,35266,29721,192001,101569,90432,0,0,0,359831,201999,157832,209331,178163,31168,186434,164322,22112,22897,13841,9056,386196,139359,246837
04,055,Chandigarh,Total,DISTRICT,241173,1055450,580663,474787,119434,63536,55898,199086,106356,92730,0,0,0,805438,465346,340092,404136,328159,75977,385929,317190,68739,18207,10969,7238,651314,252504,398810
05,056,Uttarkashi,Total,DISTRICT,67602,330086,168597,161489,46307,24165,22142,80567,40833,39734,3512,1651,1861,215126,128237,86889,157276,84265,73011,128367,71598,56769,28909,12667,16242,172810,84332,88478
05,057,Chamoli,Total,DISTRICT,88964,391605,193991,197614,52161,27609,24552,79317,39718,39599,12260,6021,6239,280556,155395,125161,180940,93832,87108,115115,65566,49549,65825,28266,37559,210665,100159,110506
05,058,Rudraprayag,Total,DISTRICT,53542,242285,114589,127696,32046,16823,15223,47679,23585,24094,386,217,169,170933,91803,79130,113032,52339,60693,78950,37681,41269,34082,14658,19424,129253,62250,67003
05,059,Tehri Garhwal,Total,DISTRICT,132714,618931,297986,320945,84657,44634,40023,102130,50371,51759,875,459,416,407994,227406,180588,280442,140821,139621,165912,98619,67293,114530,42202,72328,338489,157165,181324
05,060,Dehradun,Total,DISTRICT,347001,1696694,892199,804495,201652,106746,94906,228901,120430,108471,111663,58264,53399,1259506,702216,557290,582768,458834,123934,488161,399695,88466,94607,59139,35468,1113926,433365,680561
05,061,Garhwal,Total,DISTRICT,161778,687271,326829,360442,83901,44055,39846,122361,59842,62519,2215,1174,1041,494889,262148,232741,274152,147373,126779,164439,102045,62394,109713,45328,64385,413119,179456,233663
05,062,Pithoragarh,Total,DISTRICT,114730,483439,239306,244133,63293,34853,28440,120378,60111,60267,19535,9558,9977,345550,189623,155927,216490,113539,102951,145481,80385,65096,71009,33154,37855,266949,125767,141182
05,063,Bageshwar,Total,DISTRICT,58046,259898,124326,135572,35560,18679,16881,72061,35623,36438,1982,971,1011,179483,97546,81937,123638,58708,64930,78085,38834,39251,45553,19874,25679,136260,65618,70642
05,064,Almora,Total,DISTRICT,140577,622506,291081,331425,80082,41672,38410,150995,72695,78300,1281,633,648,436497,231604,204893,298211,142460,155751,201078,102221,98857,97133,40239,56894,324295,148621,175674
05,065,Champawat,Total,DISTRICT,53953,259648,131125,128523,37028,19766,17262,47383,24188,23195,1339,777,562,177726,102015,75711,99566,60427,39139,62698,43252,19446,36868,17175,19693,160082,70698,89384
05,066,Nainital,Total,DISTRICT,191383,954605,493666,460939,124272,65337,58935,191206,98824,92382,7495,3801,3694,696500,385779,310721,376181,256935,119246,296424,217381,79043,79757,39554,40203,578424,236731,341693
05,067,Udham Singh Nagar,Total,DISTRICT,308581,1648902,858783,790119,229162,120687,108475,238264,124385,113879,123037,61758,61279,1037839,598525,439314,591458,444578,146880,450762,373061,77701,140696,71517,69179,1057444,414205,643239
05,068,Hardwar,Total,DISTRICT,338104,1890422,1005295,885127,285693,152173,133520,411274,217981,193293,6323,3385,2938,1178354,691411,486943,578121,497810,80311,495152,440422,54730,82969,57388,25581,1312301,507485,804816
06,069,Panchkula,Total,DISTRICT,117107,561293,299679,261614,66302,35583,30719,101830,53868,47962,0,0,0,405318,229862,175456,211479,164865,46614,182831,148695,34136,28648,16170,12478,349814,134814,215000
06,070,Ambala,Total,DISTRICT,224334,1128350,598703,529647,127689,70541,57148,296246,156874,139372,0,0,0,818025,461288,356737,372139,320120,52019,319475,282066,37409,52664,38054,14610,756211,278583,477628
06,071,Yamunanagar,Total,DISTRICT,235423,1214205,646718,567487,146789,80393,66396,306743,163200,143543,0,0,0,832457,474793,357664,389233,342343,46890,339024,307044,31980,50209,35299,14910,824972,304375,520597
06,072,Kurukshetra,Total,DISTRICT,188143,964655,510976,453679,116957,64320,52637,215128,113311,101817,0,0,0,646893,370828,276065,336780,268556,68224,285904,244619,41285,50876,23937,26939,627875,242420,385455
06,073,Kaithal,Total,DISTRICT,204274,1074304,571003,503301,139393,76258,63135,247513,131486,116027,0,0,0,646529,385782,260747,373899,292696,81203,290663,249905,40758,83236,42791,40445,700405,278307,422098
06,074,Karnal,Total,DISTRICT,292084,1505324,797712,707612,196610,107797,88813,339604,179681,159923,0,0,0,978013,564516,413497,516062,411646,104416,411533,351730,59803,104529,59916,44613,989262,386066,603196
06,075,Panipat,Total,DISTRICT,235640,1205437,646857,558580,169662,92380,77282,206213,109695,96518,0,0,0,786599,464136,322463,412318,328667,83651,339016,286740,52276,73302,41927,31375,793119,318190,474929
06,076,Sonipat,Total,DISTRICT,277726,1450001,781299,668702,188262,104693,83569,269935,144516,125419,0,0,0,998316,589881,408435,523179,391085,132094,396763,326530,70233,126416,64555,61861,926822,390214,536608
06,077,Jind,Total,DISTRICT,249736,1334152,713006,621146,168554,91710,76844,282351,150940,131411,0,0,0,832758,502049,330709,523422,368277,155145,385851,313160,72691,137571,55117,82454,810730,344729,466001
06,078,Fatehabad,Total,DISTRICT,180637,942011,495360,446651,121024,65279,55745,284357,149111,135246,0,0,0,557578,327471,230107,369083,263498,105585,286258,231189,55069,82825,32309,50516,572928,231862,341066
06,079,Sirsa,Total,DISTRICT,246571,1295189,682582,612607,157667,84684,72983,387381,202430,184951,0,0,0,782897,456968,325929,502003,369462,132541,399169,330680,68489,102834,38782,64052,793186,313120,480066
06,080,Hisar,Total,DISTRICT,335608,1743931,931562,812369,215167,116229,98938,408785,217338,191447,0,0,0,1114311,670200,444111,691621,488321,203300,531227,420510,110717,160394,67811,92583,1052310,443241,609069
06,081,Bhiwani,Total,DISTRICT,311380,1634445,866672,767773,212011,115756,96255,341162,181475,159687,0,0,0,1069871,643158,426713,623006,430678,192328,445675,357937,87738,177331,72741,104590,1011439,435994,575445
06,082,Rohtak,Total,DISTRICT,206988,1061204,568479,492725,129330,71041,58289,216889,115573,101316,0,0,0,747582,436025,311557,345967,272646,73321,288949,238995,49954,57018,33651,23367,715237,295833,419404
06,083,Jhajjar,Total,DISTRICT,185334,958405,514667,443738,120051,67380,52671,170448,90856,79592,0,0,0,676091,399480,276611,326534,250020,76514,246457,205882,40575,80077,44138,35939,631871,264647,367224
06,084,Mahendragarh,Total,DISTRICT,171712,922088,486665,435423,111181,62638,48543,156314,82420,73894,0,0,0,630255,380440,249815,338584,232935,105649,212402,176687,35715,126182,56248,69934,583504,253730,329774
06,085,Rewari,Total,DISTRICT,178043,900332,474335,425997,113893,63743,50150,182606,95571,87035,0,0,0,636947,375453,261494,337727,235326,102401,250219,200570,49649,87508,34756,52752,562605,239009,323596
06,086,Gurgaon,Total,DISTRICT,326428,1514432,816690,697742,202602,110705,91897,197937,104332,93605,0,0,0,1111116,638666,472450,544716,432456,112260,487441,400386,87055,57275,32070,25205,969716,384234,585482
06,087,Mewat ,Total,DISTRICT,160280,1089263,571162,518101,248128,130168,117960,75251,39743,35508,0,0,0,454897,308435,146462,289964,224642,65322,204178,175670,28508,85786,48972,36814,799299,346520,452779
06,088,Faridabad,Total,DISTRICT,358919,1809733,966110,843623,251955,136679,115276,223799,119495,104304,0,0,0,1272739,734940,537799,579229,476933,102296,495316,422503,72813,83913,54430,29483,1230504,489177,741327
06,089,Palwal ,Total,DISTRICT,171157,1042708,554497,488211,177494,95132,82362,203123,107741,95382,0,0,0,599796,379696,220100,309563,241464,68099,216932,189102,27830,92631,52362,40269,733145,313033,420112
07,090,North West,Total,DISTRICT,736253,3656539,1960922,1695617,449894,241169,208725,697237,371546,325691,0,0,0,2707855,1541952,1165903,1188545,1022419,166126,1135126,983392,151734,53419,39027,14392,2467994,938503,1529491
07,091,North,Total,DISTRICT,180044,887978,475002,412976,103304,55155,48149,165663,87007,78656,0,0,0,681517,381615,299902,296446,257575,38871,283583,248547,35036,12863,9028,3835,591532,217427,374105
07,092,North East,Total,DISTRICT,406125,2241624,1188425,1053199,301947,160583,141364,373758,197059,176699,0,0,0,1611588,912481,699107,661386,594353,67033,622443,566028,56415,38943,28325,10618,1580238,594072,986166
07,093,East,Total,DISTRICT,358937,1709346,907500,801846,194357,103902,90455,281422,148019,133403,0,0,0,1352998,748382,604616,579692,486951,92741,555026,469593,85433,24666,17358,7308,1129654,420549,709105
07,094,New Delhi,Total,DISTRICT,33208,142004,77942,64062,12760,6738,6022,33245,17885,15360,0,0,0,114179,65678,48501,59541,46940,12601,56471,44916,11555,3070,2024,1046,82463,31002,51461
07,095,Central,Total,DISTRICT,119639,582320,307821,274499,62739,32928,29811,143178,73782,69396,0,0,0,442360,240518,201842,207374,177621,29753,195978,169963,26015,11396,7658,3738,374946,130200,244746
07,096,West,Total,DISTRICT,533221,2543243,1356240,1187003,288421,154088,134333,376472,200098,176374,0,0,0,1961179,1093933,867246,874320,732598,141722,839621,708262,131359,34699,24336,10363,1668923,623642,1045281
07,097,South West,Total,DISTRICT,494439,2292958,1246046,1046912,267989,145285,122704,318408,170205,148203,0,0,0,1787689,1025261,762428,795352,667977,127375,749995,636474,113521,45357,31503,13854,1497606,578069,919537
07,098,South,Total,DISTRICT,574133,2731929,1467428,1264501,331043,175592,155451,422926,223199,199727,0,0,0,2078402,1185036,893366,924393,775592,148801,869086,735535,133551,55307,40057,15250,1807536,691836,1115700
08,099,Ganganagar ,Total,DISTRICT,387511,1969168,1043340,925828,255475,137768,117707,720412,376734,343678,13477,7160,6317,1193343,710908,482435,912672,596320,316352,680563,530627,149936,232109,65693,166416,1056496,447020,609476
08,100,Hanumangarh,Total,DISTRICT,336192,1774692,931184,843508,234226,124740,109486,494189,258352,235837,14289,7578,6711,1034136,624281,409855,835260,512802,322458,642109,461844,180265,193151,50958,142193,939432,418382,521050
08,101,Bikaner,Total,DISTRICT,384944,2363937,1240801,1123136,400554,209952,190602,493646,259532,234114,7779,4207,3572,1278801,782399,496402,986208,640572,345636,752768,557046,195722,233440,83526,149914,1377729,600229,777500
08,102,Churu,Total,DISTRICT,348984,2039547,1051446,988101,317813,167084,150729,451721,235113,216608,11245,5903,5342,1149269,696729,452540,902829,541404,361425,628381,446199,182182,274448,95205,179243,1136718,510042,626676
08,103,Jhunjhunun,Total,DISTRICT,384197,2137045,1095896,1041149,288470,157062,131408,360709,185879,174830,41629,21380,20249,1370360,815834,554526,894649,541392,353257,592813,444111,148702,301836,97281,204555,1242396,554504,687892
08,104,Alwar,Total,DISTRICT,639720,3674179,1939026,1735153,587959,315270,272689,653036,342938,310098,289249,153397,135852,2182476,1359829,822647,1708542,994171,714371,1179461,835940,343521,529081,158231,370850,1965637,944855,1020782
08,105,Bharatpur,Total,DISTRICT,425414,2548462,1355726,1192736,436165,233323,202842,557305,296293,261012,54090,28705,25385,1480869,943910,536959,1071154,647198,423956,694929,529877,165052,376225,117321,258904,1477308,708528,768780
08,106,Dhaulpur,Total,DISTRICT,203754,1206516,653647,552869,217613,117198,100415,245695,131875,113820,58594,31802,26792,683098,435721,247377,523212,339110,184102,317617,261679,55938,205595,77431,128164,683304,314537,368767
08,107,Karauli,Total,DISTRICT,262503,1458248,783639,674609,241357,130294,111063,354465,189249,165216,324960,176200,148760,805849,531904,273945,628726,371058,257668,438337,309089,129248,190389,61969,128420,829522,412581,416941
08,108,Sawai Madhopur,Total,DISTRICT,254716,1335551,704031,631520,201188,107557,93631,278789,146333,132456,285848,152745,133103,741748,486184,255564,578068,343802,234266,418555,288638,129917,159513,55164,104349,757483,360229,397254
08,109,Dausa,Total,DISTRICT,292502,1634409,857787,776622,258144,138400,119744,354337,185349,168988,433344,228554,204790,938051,596935,341116,684495,398151,286344,506214,337934,168280,178281,60217,118064,949914,459636,490278
08,110,Jaipur,Total,DISTRICT,1177096,6626178,3468507,3157671,929926,499619,430307,1003302,524831,478471,527966,276638,251328,4300965,2554793,1746172,2464893,1714947,749946,2060010,1564365,495645,404883,150582,254301,4161285,1753560,2407725
08,111,Sikar,Total,DISTRICT,444816,2677333,1374990,1302343,379874,205589,174285,418806,216523,202283,75349,39098,36251,1652117,995275,656842,1006504,657854,348650,698711,546178,152533,307793,111676,196117,1670829,717136,953693
08,112,Nagaur,Total,DISTRICT,578809,3307743,1696325,1611418,507176,267391,239785,699911,360451,339460,10418,5475,4943,1758624,1102750,655874,1425882,857031,568851,985927,696079,289848,439955,160952,279003,1881861,839294,1042567
08,113,Jodhpur,Total,DISTRICT,649013,3687165,1923928,1763237,606490,320731,285759,608024,315199,292825,118924,61969,56955,2031532,1265753,765779,1489741,965103,524638,1056479,803328,253151,433262,161775,271487,2197424,958825,1238599
08,114,Jaisalmer,Total,DISTRICT,117171,669919,361708,308211,130463,69610,60853,99134,52776,46358,42429,22497,19932,308653,210415,98238,288903,182565,106338,175383,137757,37626,113520,44808,68712,381016,179143,201873
08,115,Barmer,Total,DISTRICT,451629,2603751,1369022,1234729,501522,263356,238166,436414,228431,207983,176257,92610,83647,1188322,783461,404861,1202482,696240,506242,741367,526455,214912,461115,169785,291330,1401269,672782,728487
08,116,Jalor,Total,DISTRICT,326134,1828730,936634,892096,316455,166999,149456,357196,185342,171854,178719,93290,85429,829582,543923,285659,896644,494906,401738,660719,427864,232855,235925,67042,168883,932086,441728,490358
08,117,Sirohi,Total,DISTRICT,201785,1036346,534231,502115,173364,91370,81994,201863,104899,96964,292470,148966,143504,476806,309900,166906,419829,272196,147633,313292,239565,73727,106537,32631,73906,616517,262035,354482
08,118,Pali,Total,DISTRICT,418157,2037573,1025422,1012151,297434,156606,140828,398096,203328,194768,144578,74369,70209,1085693,667381,418312,842327,523077,319250,605288,443714,161574,237039,79363,157676,1195246,502345,692901
08,119,Ajmer,Total,DISTRICT,494832,2583052,1324085,1258967,381167,200511,180656,478027,243750,234277,63482,32408,31074,1526673,926268,600405,1053722,686149,367573,827181,601564,225617,226541,84585,141956,1529330,637936,891394
08,120,Tonk,Total,DISTRICT,266870,1421326,728136,693190,204038,107868,96170,287903,148110,139793,178207,92677,85530,749659,478329,271330,649161,371848,277313,495797,318276,177521,153364,53572,99792,772165,356288,415877
08,121,Bundi,Total,DISTRICT,220768,1110906,577160,533746,159884,84431,75453,210788,109333,101455,228549,119454,109095,585044,371705,213339,526091,314806,211285,361070,259200,101870,165021,55606,109415,584815,262354,322461
08,122,Bhilwara,Total,DISTRICT,498125,2408523,1220736,1187787,361683,187617,174066,407947,206332,201615,229273,117026,112247,1256126,777582,478544,1148165,674589,473576,883329,581039,302290,264836,93550,171286,1260358,546147,714211
08,123,Rajsamand,Total,DISTRICT,243078,1156597,581339,575258,176041,92527,83514,148168,74738,73430,160809,81173,79636,619139,383334,235805,550831,319534,231297,362584,257930,104654,188247,61604,126643,605766,261805,343961
08,124,Dungarpur,Total,DISTRICT,282029,1388552,696532,692020,242239,126008,116231,52267,26543,25724,983437,491631,491806,681591,415820,265771,641515,346624,294891,216411,170920,45491,425104,175704,249400,747037,349908,397129
08,125,Banswara,Total,DISTRICT,367797,1797485,907754,889731,325283,168225,157058,80091,40639,39452,1372999,690476,682523,829343,513854,315489,916574,482236,434338,542983,361194,181789,373591,121042,252549,880911,425518,455393
08,126,Chittaurgarh,Total,DISTRICT,329119,1544338,783171,761167,212507,111120,101387,250224,126748,123476,201546,101893,99653,821825,514851,306974,802755,456632,346123,656904,409334,247570,145851,47298,98553,741583,326539,415044
08,127,Kota,Total,DISTRICT,396501,1951014,1021161,929853,255056,134341,120715,405408,211161,194247,183816,96428,87388,1298345,765396,532949,748811,534650,214161,577548,467365,110183,171263,67285,103978,1202203,486511,715692
08,128,Baran,Total,DISTRICT,241428,1222755,633945,588810,182665,95542,87123,221184,114969,106215,276857,143094,133763,693307,432607,260700,552583,329754,222829,359785,262557,97228,192798,67197,125601,670172,304191,365981
08,129,Jhalawar,Total,DISTRICT,283295,1411129,725143,685986,208205,108890,99315,243582,125965,117617,182229,94185,88044,739792,466815,272977,685950,402825,283125,475653,338321,137332,210297,64504,145793,725179,322318,402861
08,130,Udaipur,Total,DISTRICT,623531,3068420,1566801,1501619,508550,264321,244229,188525,97094,91431,1525289,773213,752076,1582629,973444,609185,1365783,835839,529944,822355,623397,198958,543428,212442,330986,1702637,730962,971675
08,131,Pratapgarh,Total,DISTRICT,178726,867848,437744,430104,150518,77856,72662,60429,30755,29674,550427,276742,273685,401515,250122,151393,481294,251691,229603,327445,204151,123294,153849,47540,106309,386554,186053,200501
